timestamp,open,close,volume,unix_timestamp,high,low
2011-08-21 00:00:00,10.9,11.7,2.58742658,1313884800,11.85,10.9
2011-08-28 00:00:00,11.7,10.0,3.48515423,1314489600,11.7,10.0
2011-09-04 00:00:00,10.0,8.89,245.44022497,1315094400,10.0,5.25
2011-09-11 00:00:00,8.89,7.4,30.86,1315699200,8.89,7.4
2011-09-18 00:00:00,7.4,4.92,359.68496799999997,1316304000,7.4,4.8
2011-09-25 00:00:00,4.92,6.05,294.17555858,1316908800,6.05,4.9
2011-10-02 00:00:00,6.05,4.82,193.95078913999998,1317513600,6.06,4.8
2011-10-09 00:00:00,4.82,3.89,619.30112175,1318118400,6.25,3.89
2011-10-16 00:00:00,3.89,4.05,496.70280366,1318723200,4.51,3.89
2011-10-23 00:00:00,4.05,2.27,113.67567266,1319328000,4.05,2.22
2011-10-30 00:00:00,2.27,3.5,786.29998898,1319932800,4.4,2.27
2011-11-06 00:00:00,3.5,2.95,531.7522023500001,1320537600,3.55,2.95
2011-11-13 00:00:00,2.95,3.35,325.71396942,1321142400,3.35,2.95
2011-11-20 00:00:00,3.35,2.37,451.68903078,1321747200,3.35,2.37
2011-11-27 00:00:00,2.37,2.77,818.04224922,1322352000,15.0,2.25
2011-12-04 00:00:00,2.77,2.93,623.40805641,1322956800,3.48,2.66
2011-12-11 00:00:00,2.93,3.27,942.46275173,1323561600,3.5,2.82
2011-12-18 00:00:00,3.27,3.5,437.13214799,1324166400,3.6,3.25
2011-12-25 00:00:00,3.5,4.27,459.81223274,1324771200,4.75,3.5
2012-01-01 00:00:00,4.27,5.0,360.58147902,1325376000,5.0,4.21
2012-01-08 00:00:00,5.0,7.0,348.29897511,1325980800,7.0,4.93
2012-01-15 00:00:00,7.0,7.15,399.32531445,1326585600,7.38,6.23
2012-01-22 00:00:00,7.15,6.79,731.83677615,1327190400,7.15,5.52
2012-01-29 00:00:00,6.79,5.5,393.19403683999997,1327795200,6.86,3.8
2012-02-05 00:00:00,5.5,5.6,659.76094088,1328400000,6.5,3.8
2012-02-12 00:00:00,5.6,5.67,605.4123901,1329004800,5.9,5.2
2012-02-19 00:00:00,5.67,4.38,1003.28654553,1329609600,5.8,4.14
2012-02-26 00:00:00,4.38,4.98,1662.84575012,1330214400,5.22,4.3
2012-03-04 00:00:00,4.98,4.81,1768.19657087,1330819200,5.1,4.6
2012-03-11 00:00:00,4.81,5.0,1931.06152749,1331424000,5.09,4.77
2012-03-18 00:00:00,5.0,5.25,3320.56154325,1332028800,5.44,4.85
2012-03-25 00:00:00,5.25,4.54,1700.83156363,1332633600,5.37,4.54
2012-04-01 00:00:00,4.54,4.89,1591.67646541,1333238400,4.97,4.54
2012-04-08 00:00:00,4.89,4.76,2971.01334476,1333843200,5.04,4.69
2012-04-15 00:00:00,4.76,4.99,3417.6651158,1334448000,5.01,4.7
2012-04-22 00:00:00,4.99,5.17,2986.45449332,1335052800,5.43,4.93
2012-04-29 00:00:00,5.17,4.91,6305.55444027,1335657600,5.25,4.81
2012-05-06 00:00:00,4.91,5.08,4888.39141382,1336262400,5.15,4.86
2012-05-13 00:00:00,5.08,4.94,3801.05673357,1336867200,5.08,4.87
2012-05-20 00:00:00,4.94,5.03,3215.90350667,1337472000,5.08,4.88
2012-05-27 00:00:00,5.03,5.07,4072.16254131,1338076800,5.12,5.0
2012-06-03 00:00:00,5.07,5.19,4053.67368257,1338681600,5.24,4.95
2012-06-10 00:00:00,5.19,5.42,6494.09100929,1339286400,5.63,5.14
2012-06-17 00:00:00,5.42,6.19,18400.563383149998,1339891200,6.52,5.4
2012-06-24 00:00:00,6.19,6.4,9128.44915347,1340496000,6.69,5.98
2012-07-01 00:00:00,6.4,6.52,29015.80645688,1341100800,6.68,5.99
2012-07-08 00:00:00,6.52,6.73,11051.75319883,1341705600,6.8,6.36
2012-07-15 00:00:00,6.73,7.57,8568.65190626,1342310400,7.69,6.55
2012-07-22 00:00:00,7.57,8.42,17708.52084646,1342915200,9.2,7.14
2012-07-29 00:00:00,8.42,8.71,9294.6918973,1343520000,9.0,8.1
2012-08-05 00:00:00,8.71,10.71,13338.89831072,1344124800,12.0,8.54
2012-08-12 00:00:00,10.71,11.49,12039.891636,1344729600,12.49,10.43
2012-08-19 00:00:00,11.49,8.06,21354.05359634,1345334400,16.41,7.1
2012-08-26 00:00:00,8.06,10.31,23835.23331622,1345939200,10.71,7.86
2012-09-02 00:00:00,10.31,10.18,18457.40289379,1346544000,11.93,9.49
2012-09-09 00:00:00,10.18,10.98,12905.95630936,1347148800,11.15,9.95
2012-09-16 00:00:00,10.98,11.75,15850.18736441,1347753600,11.8,10.38
2012-09-23 00:00:00,11.75,11.99,10337.37596481,1348358400,12.66,11.58
2012-09-30 00:00:00,11.99,12.22,14524.89114599,1348963200,12.38,11.53
2012-10-07 00:00:00,12.22,11.71,26309.51218583,1349568000,12.99,11.5
2012-10-14 00:00:00,11.71,11.79,11098.0258964,1350172800,12.26,10.42
2012-10-21 00:00:00,11.79,11.32,21631.21934461,1350777600,11.97,11.03
2012-10-28 00:00:00,11.32,10.54,16234.38897292,1351382400,11.7,9.5
2012-11-04 00:00:00,10.54,10.64,16281.44376327,1351987200,11.05,10.32
2012-11-11 00:00:00,10.64,10.82,19906.27563781,1352592000,10.87,10.25
2012-11-18 00:00:00,10.82,11.51,16382.41361041,1353196800,11.65,10.72
2012-11-25 00:00:00,11.51,12.31,24786.24068184,1353801600,12.35,11.03
2012-12-02 00:00:00,12.31,12.42,23874.8406002,1354406400,12.74,11.75
2012-12-09 00:00:00,12.46,13.29,23522.21085597,1355011200,13.59,12.32
2012-12-16 00:00:00,13.29,13.27,26969.97228519,1355616000,13.94,13.03
2012-12-23 00:00:00,13.27,13.14,21438.13093633,1356220800,13.62,12.75
2012-12-30 00:00:00,13.14,13.2,13715.91151573,1356825600,13.29,12.91
2013-01-06 00:00:00,13.2,13.15,13537.88824342,1357430400,13.29,12.77
2013-01-13 00:00:00,13.15,13.64,24610.93733584,1358035200,14.19,13.04
2013-01-20 00:00:00,13.64,15.5,30110.80220724,1358640000,15.7,13.5
2013-01-27 00:00:00,15.5,17.6,39402.74457611,1359244800,19.2,15.45
2013-02-03 00:00:00,17.6,20.29,28952.75875784,1359849600,21.0,17.48
2013-02-10 00:00:00,20.29,23.7,24562.65170263,1360454400,23.8,19.9
2013-02-17 00:00:00,23.7,26.98,41408.25816135,1361059200,27.58,22.42
2013-02-24 00:00:00,26.98,29.78,31691.92700902,1361664000,31.49,26.29
2013-03-03 00:00:00,29.78,34.33,23463.79321369,1362268800,34.77,29.78
2013-03-10 00:00:00,34.33,45.29,48669.01496114,1362873600,49.17,33.0
2013-03-17 00:00:00,45.29,47.24,24490.88343717,1363478400,48.38,36.0
2013-03-24 00:00:00,47.24,70.22,55821.95347949,1364083200,76.91,46.98
2013-03-31 00:00:00,70.22,96.15,41304.94176357,1364688000,97.0,69.25
2013-04-07 00:00:00,96.15,164.97,53052.65319475,1365292800,165.1,93.7
2013-04-14 00:00:00,164.97,91.11,134422.53239385,1365897600,259.34,45.0
2013-04-21 00:00:00,91.79,118.81,152828.45591381,1366502400,140.2,49.8
2013-04-28 00:00:00,118.81,135.28,80377.88373107,1367107200,170.28,116.0
2013-05-05 00:00:00,135.28,116.57,113588.42934493,1367712000,151.65,81.5
2013-05-12 00:00:00,116.57,114.5,65719.40043927,1368316800,123.97,98.77
2013-05-19 00:00:00,114.5,116.38,52390.28225973,1368921600,118.98,101.72
2013-05-26 00:00:00,117.27,129.5,47942.31669034,1369526400,130.29,114.03
2013-06-02 00:00:00,130.27,123.0,57044.32766082,1370131200,131.0,117.02
2013-06-09 00:00:00,123.35,100.17,80547.13816325,1370736000,125.01,90.0
2013-06-16 00:00:00,100.17,99.37,52462.36715434,1371340800,111.18,93.1
2013-06-23 00:00:00,99.37,100.41,47891.95180387,1371945600,108.18,90.0
2013-06-30 00:00:00,100.4,89.53,50196.39253887,1372550400,102.3,86.2
2013-07-07 00:00:00,89.53,73.96,133259.02437778,1373155200,90.16,63.0
2013-07-14 00:00:00,73.97,90.03,122433.14629884,1373760000,100.0,70.1
2013-07-21 00:00:00,90.03,85.93,67216.96492846,1374364800,95.0,77.0
2013-07-28 00:00:00,85.73,92.71,58309.91200901,1374969600,94.01,82.0
2013-08-04 00:00:00,92.71,96.38,69876.44404595,1375574400,101.0,90.54
2013-08-11 00:00:00,96.38,94.09,58687.16448693,1376179200,98.98,90.0
2013-08-18 00:00:00,94.09,99.3,65172.34787379,1376784000,101.0,93.31
2013-08-25 00:00:00,99.3,113.12,91039.23906412,1377388800,114.0,99.0
2013-09-01 00:00:00,113.12,130.66,95129.87795363,1377993600,134.95,110.27
2013-09-08 00:00:00,130.65,118.34,93518.75049046,1378598400,132.0,115.21
2013-09-15 00:00:00,118.34,125.36,88454.73603985,1379203200,128.79,115.0
2013-09-22 00:00:00,125.36,123.27,57728.28403476,1379808000,128.0,121.16
2013-09-29 00:00:00,123.27,127.01,58941.104993,1380412800,128.8,121.54
2013-10-06 00:00:00,127.01,122.49,125860.06582226,1381017600,127.93,85.0
2013-10-13 00:00:00,122.49,132.82,83396.54156299,1381622400,133.0,120.11
2013-10-20 00:00:00,132.82,166.59,153229.86797881,1382227200,172.0,132.0
2013-10-27 00:00:00,166.6,194.0,207412.15948615,1382832000,206.6,156.2
2013-11-03 00:00:00,194.0,210.0,91019.68008785,1383436800,210.0,190.8
2013-11-10 00:00:00,210.0,323.0,312360.82555029,1384041600,363.65,207.22
2013-11-17 00:00:00,323.0,477.38,193318.200572,1384646400,480.0,310.1
2013-11-24 00:00:00,478.1,800.05,282676.94400204,1385251200,874.81,378.0
2013-12-01 00:00:00,800.01,955.0,216384.45406211,1385856000,1163.0,770.1
2013-12-08 00:00:00,955.0,787.0,273786.6519954,1386460800,1153.27,542.38
2013-12-15 00:00:00,787.0,862.0,130718.12834973,1387065600,989.6,766.66
2013-12-22 00:00:00,861.98,612.66,373496.16564346,1387670400,864.0,382.21
2013-12-29 00:00:00,612.66,728.0,98345.77570274001,1388275200,764.32,607.77
2014-01-05 00:00:00,728.0,905.0,87483.12216614,1388880000,948.0,709.0
2014-01-12 00:00:00,905.0,844.05,152734.68284234,1389484800,995.0,765.0
2014-01-19 00:00:00,844.04,842.07,80598.95077056,1390089600,850.26,765.0
2014-01-26 00:00:00,841.5,814.75,64526.76345506,1390694400,845.0,767.02
2014-02-02 00:00:00,814.67,814.99,85507.02916717,1391299200,827.38,725.0
2014-02-09 00:00:00,814.94,687.37,136581.25170927,1391904000,815.0,619.0
2014-02-16 00:00:00,687.37,621.0,271118.93158909,1392508800,720.0,530.0
2014-02-23 00:00:00,621.0,610.09,149388.73917314,1393113600,664.99,530.01
2014-03-02 00:00:00,609.9,566.24,277137.43661911,1393718400,629.0,400.0
2014-03-09 00:00:00,565.38,640.0,156340.37121488,1394323200,710.0,562.02
